backup_seq,system_cd,system_nm,backup_dt,backup_type,backup_status,yn_restore_test,file_size_gb
695,INFO,정보계시스템,2025-04-01 02:28:00,incremental,S,,4.95
696,INFO,정보계시스템,2025-04-02 02:32:00,incremental,S,,2.91
697,INFO,정보계시스템,2025-04-03 02:46:00,incremental,S,,3.15
698,INFO,정보계시스템,2025-04-04 02:28:00,incremental,S,,4.49
699,INFO,정보계시스템,2025-04-05 02:19:00,incremental,S,,2.43
700,INFO,정보계시스템,2025-04-06 02:20:00,full,S,N,20.11
701,INFO,정보계시스템,2025-04-07 02:19:00,incremental,S,,1.45
702,INFO,정보계시스템,2025-04-08 02:02:00,incremental,S,,0.6
703,INFO,정보계시스템,2025-04-09 02:15:00,incremental,S,,3.1
704,INFO,정보계시스템,2025-04-10 02:38:00,incremental,S,,2.3
705,INFO,정보계시스템,2025-04-11 02:32:00,incremental,S,,1.43
706,INFO,정보계시스템,2025-04-12 02:32:00,incremental,S,,1.19
707,INFO,정보계시스템,2025-04-13 02:16:00,full,F,Y,30.81
708,INFO,정보계시스템,2025-04-14 02:17:00,incremental,S,,4.58
709,INFO,정보계시스템,2025-04-15 02:14:00,incremental,S,,1.8
710,INFO,정보계시스템,2025-04-16 02:12:00,incremental,F,,2.39
711,INFO,정보계시스템,2025-04-17 02:30:00,incremental,S,,3.52
712,INFO,정보계시스템,2025-04-18 02:30:00,incremental,S,,3.61
713,INFO,정보계시스템,2025-04-19 02:39:00,incremental,S,,4.31
714,INFO,정보계시스템,2025-04-20 02:27:00,full,S,Y,16.48
715,INFO,정보계시스템,2025-04-21 02:53:00,incremental,S,,2.11
716,INFO,정보계시스템,2025-04-22 02:00:00,incremental,S,,4.53
717,INFO,정보계시스템,2025-04-23 02:34:00,incremental,S,,3.68
718,INFO,정보계시스템,2025-04-24 02:28:00,incremental,S,,4.49
719,INFO,정보계시스템,2025-04-25 02:12:00,incremental,S,,0.78
720,INFO,정보계시스템,2025-04-26 02:09:00,incremental,S,,2.71
721,INFO,정보계시스템,2025-04-27 02:32:00,full,S,Y,12.52
722,INFO,정보계시스템,2025-04-28 02:33:00,incremental,S,,2.41
723,INFO,정보계시스템,2025-04-29 02:38:00,incremental,S,,4.13
724,INFO,정보계시스템,2025-04-30 02:55:00,incremental,S,,0.78
725,DEVP,개발포털,2024-11-01 02:02:00,incremental,S,,3.69
726,DEVP,개발포털,2024-11-02 02:00:00,incremental,S,,2.3
727,DEVP,개발포털,2024-11-03 02:08:00,full,S,Y,5.79
728,DEVP,개발포털,2024-11-04 02:31:00,incremental,S,,2.21
729,DEVP,개발포털,2024-11-05 02:59:00,incremental,S,,4.53
730,DEVP,개발포털,2024-11-06 02:12:00,incremental,S,,0.89
731,DEVP,개발포털,2024-11-07 02:24:00,incremental,F,,0.8
732,DEVP,개발포털,2024-11-08 02:56:00,incremental,S,,2.29
733,DEVP,개발포털,2024-11-09 02:40:00,incremental,S,,3.01
734,DEVP,개발포털,2024-11-10 02:58:00,full,S,Y,21.77
735,DEVP,개발포털,2024-11-11 02:30:00,incremental,S,,2.58
736,DEVP,개발포털,2024-11-12 02:38:00,incremental,S,,2.99
737,DEVP,개발포털,2024-11-13 02:31:00,incremental,S,,2.27
738,DEVP,개발포털,2024-11-14 02:41:00,incremental,S,,1.71
739,DEVP,개발포털,2024-11-15 02:29:00,incremental,S,,0.73
740,DEVP,개발포털,2024-11-16 02:48:00,incremental,S,,2.37
741,DEVP,개발포털,2024-11-17 02:27:00,full,S,Y,45.51
742,DEVP,개발포털,2024-11-18 02:33:00,incremental,S,,4.84
743,DEVP,개발포털,2024-11-19 02:01:00,incremental,S,,2.09
744,DEVP,개발포털,2024-11-20 02:59:00,incremental,S,,1.37
745,DEVP,개발포털,2024-11-21 02:08:00,incremental,S,,0.7
746,DEVP,개발포털,2024-11-22 02:44:00,incremental,S,,2.31
747,DEVP,개발포털,2024-11-23 02:06:00,incremental,S,,3.48
748,DEVP,개발포털,2024-11-24 02:33:00,full,S,Y,43.3
749,DEVP,개발포털,2024-11-25 02:04:00,incremental,S,,3.05
750,DEVP,개발포털,2024-11-26 02:45:00,incremental,S,,0.61
751,DEVP,개발포털,2024-11-27 02:23:00,incremental,S,,3.8
752,DEVP,개발포털,2024-11-28 02:27:00,incremental,S,,4.55
753,DEVP,개발포털,2024-11-29 02:57:00,incremental,S,,0.51
754,DEVP,개발포털,2024-11-30 02:44:00,incremental,S,,1.34
755,DEVP,개발포털,2024-12-01 02:49:00,full,S,Y,24.57
756,DEVP,개발포털,2024-12-02 02:59:00,incremental,S,,2.63
757,DEVP,개발포털,2024-12-03 02:42:00,incremental,S,,2.3
758,DEVP,개발포털,2024-12-04 02:01:00,incremental,S,,2.61
759,DEVP,개발포털,2024-12-05 02:47:00,incremental,S,,2.01
760,DEVP,개발포털,2024-12-06 02:07:00,incremental,S,,1.57
761,DEVP,개발포털,2024-12-07 02:35:00,incremental,S,,3.4
762,DEVP,개발포털,2024-12-08 02:57:00,full,S,Y,9.76
763,DEVP,개발포털,2024-12-09 02:15:00,incremental,S,,2.95
764,DEVP,개발포털,2024-12-10 02:33:00,incremental,S,,2.14
765,DEVP,개발포털,2024-12-11 02:29:00,incremental,S,,3.02
766,DEVP,개발포털,2024-12-12 02:10:00,incremental,S,,1.74
767,DEVP,개발포털,2024-12-13 02:08:00,incremental,S,,3.52
768,DEVP,개발포털,2024-12-14 02:53:00,incremental,F,,3.05
769,DEVP,개발포털,2024-12-15 02:51:00,full,S,Y,44.8
770,DEVP,개발포털,2024-12-16 02:05:00,incremental,S,,3.75
771,DEVP,개발포털,2024-12-17 02:45:00,incremental,S,,0.61
772,DEVP,개발포털,2024-12-18 02:36:00,incremental,S,,1.14
773,DEVP,개발포털,2024-12-19 02:24:00,incremental,S,,3.11
774,DEVP,개발포털,2024-12-20 02:17:00,incremental,S,,3.0
775,DEVP,개발포털,2024-12-21 02:55:00,incremental,S,,2.88
776,DEVP,개발포털,2024-12-22 02:45:00,full,S,Y,17.28
777,DEVP,개발포털,2024-12-23 02:14:00,incremental,S,,2.66
778,DEVP,개발포털,2024-12-24 02:00:00,incremental,S,,4.74
779,DEVP,개발포털,2024-12-25 02:29:00,incremental,S,,0.76
780,DEVP,개발포털,2024-12-26 02:05:00,incremental,S,,4.14
781,DEVP,개발포털,2024-12-27 02:27:00,incremental,S,,1.93
782,DEVP,개발포털,2024-12-28 02:02:00,incremental,S,,2.49
783,DEVP,개발포털,2024-12-29 02:24:00,full,S,N,16.67
784,DEVP,개발포털,2024-12-30 02:50:00,incremental,S,,2.8
785,DEVP,개발포털,2024-12-31 02:39:00,incremental,S,,4.77
786,DEVP,개발포털,2025-01-01 02:55:00,incremental,S,,3.64
787,DEVP,개발포털,2025-01-02 02:33:00,incremental,S,,2.58
788,DEVP,개발포털,2025-01-03 02:05:00,incremental,S,,4.12
789,DEVP,개발포털,2025-01-04 02:54:00,incremental,S,,3.82
790,DEVP,개발포털,2025-01-05 02:52:00,full,S,N,37.57
791,DEVP,개발포털,2025-01-06 02:45:00,incremental,S,,1.73
792,DEVP,개발포털,2025-01-07 02:24:00,incremental,S,,4.12
793,DEVP,개발포털,2025-01-08 02:00:00,incremental,S,,3.48
794,DEVP,개발포털,2025-01-09 02:24:00,incremental,S,,0.59
795,DEVP,개발포털,2025-01-10 02:16:00,incremental,S,,3.58
796,DEVP,개발포털,2025-01-11 02:26:00,incremental,F,,4.81
797,DEVP,개발포털,2025-01-12 02:13:00,full,S,N,46.26
798,DEVP,개발포털,2025-01-13 02:59:00,incremental,S,,3.1
799,DEVP,개발포털,2025-01-14 02:11:00,incremental,S,,2.92
800,DEVP,개발포털,2025-01-15 02:57:00,incremental,S,,4.46
801,DEVP,개발포털,2025-01-16 02:19:00,incremental,S,,1.75
802,DEVP,개발포털,2025-01-17 02:25:00,incremental,S,,1.26
803,DEVP,개발포털,2025-01-18 02:03:00,incremental,S,,4.88
804,DEVP,개발포털,2025-01-19 02:47:00,full,S,N,16.78
805,DEVP,개발포털,2025-01-20 02:30:00,incremental,S,,1.25
806,DEVP,개발포털,2025-01-21 02:10:00,incremental,S,,1.25
807,DEVP,개발포털,2025-01-22 02:33:00,incremental,S,,0.83
808,DEVP,개발포털,2025-01-23 02:23:00,incremental,S,,3.08
809,DEVP,개발포털,2025-01-24 02:10:00,incremental,S,,2.3
810,DEVP,개발포털,2025-01-25 02:09:00,incremental,S,,3.25
811,DEVP,개발포털,2025-01-26 02:58:00,full,S,N,27.72
812,DEVP,개발포털,2025-01-27 02:59:00,incremental,S,,4.83
813,DEVP,개발포털,2025-01-28 02:16:00,incremental,S,,0.56
814,DEVP,개발포털,2025-01-29 02:09:00,incremental,S,,4.66
815,DEVP,개발포털,2025-01-30 02:57:00,incremental,S,,2.91
816,DEVP,개발포털,2025-01-31 02:11:00,incremental,S,,3.43
817,DEVP,개발포털,2025-02-01 02:14:00,incremental,S,,4.28
818,DEVP,개발포털,2025-02-02 02:29:00,full,S,N,11.96
819,DEVP,개발포털,2025-02-03 02:36:00,incremental,S,,4.15
820,DEVP,개발포털,2025-02-04 02:22:00,incremental,S,,2.98
821,DEVP,개발포털,2025-02-05 02:41:00,incremental,S,,4.42
822,DEVP,개발포털,2025-02-06 02:33:00,incremental,S,,3.88
823,DEVP,개발포털,2025-02-07 02:51:00,incremental,S,,2.8
824,DEVP,개발포털,2025-02-08 02:17:00,incremental,S,,0.75
825,DEVP,개발포털,2025-02-09 02:31:00,full,S,Y,47.41
826,DEVP,개발포털,2025-02-10 02:48:00,incremental,S,,3.52
827,DEVP,개발포털,2025-02-11 02:50:00,incremental,S,,4.65
828,DEVP,개발포털,2025-02-12 02:34:00,incremental,S,,3.45
829,DEVP,개발포털,2025-02-13 02:09:00,incremental,S,,4.4
830,DEVP,개발포털,2025-02-14 02:07:00,incremental,S,,3.41
831,DEVP,개발포털,2025-02-15 02:09:00,incremental,S,,4.55
832,DEVP,개발포털,2025-02-16 02:16:00,full,S,Y,9.09
833,DEVP,개발포털,2025-02-17 02:33:00,incremental,S,,4.7
834,DEVP,개발포털,2025-02-18 02:27:00,incremental,S,,3.42
835,DEVP,개발포털,2025-02-19 02:47:00,incremental,S,,4.25
836,DEVP,개발포털,2025-02-20 02:48:00,incremental,S,,1.45
837,DEVP,개발포털,2025-02-21 02:22:00,incremental,S,,1.23
838,DEVP,개발포털,2025-02-22 02:52:00,incremental,S,,2.01
839,DEVP,개발포털,2025-02-23 02:40:00,full,S,N,49.42
840,DEVP,개발포털,2025-02-24 02:33:00,incremental,S,,4.72
841,DEVP,개발포털,2025-02-25 02:02:00,incremental,S,,4.2
842,DEVP,개발포털,2025-02-26 02:05:00,incremental,S,,2.43
843,DEVP,개발포털,2025-02-27 02:58:00,incremental,S,,1.14
844,DEVP,개발포털,2025-02-28 02:01:00,incremental,F,,1.91
845,DEVP,개발포털,2025-03-01 02:39:00,incremental,S,,4.03
846,DEVP,개발포털,2025-03-02 02:17:00,full,S,Y,13.23
847,DEVP,개발포털,2025-03-03 02:18:00,incremental,S,,4.89
848,DEVP,개발포털,2025-03-04 02:21:00,incremental,S,,2.64
849,DEVP,개발포털,2025-03-05 02:51:00,incremental,F,,0.87
850,DEVP,개발포털,2025-03-06 02:46:00,incremental,S,,4.93
851,DEVP,개발포털,2025-03-07 02:28:00,incremental,S,,3.5
852,DEVP,개발포털,2025-03-08 02:48:00,incremental,S,,1.66
853,DEVP,개발포털,2025-03-09 02:14:00,full,S,Y,46.32
854,DEVP,개발포털,2025-03-10 02:20:00,incremental,S,,4.29
855,DEVP,개발포털,2025-03-11 02:52:00,incremental,S,,3.84
856,DEVP,개발포털,2025-03-12 02:55:00,incremental,S,,2.6
857,DEVP,개발포털,2025-03-13 02:24:00,incremental,S,,4.48
858,DEVP,개발포털,2025-03-14 02:37:00,incremental,S,,3.35
859,DEVP,개발포털,2025-03-15 02:47:00,incremental,S,,2.24
860,DEVP,개발포털,2025-03-16 02:37:00,full,S,Y,18.25
861,DEVP,개발포털,2025-03-17 02:49:00,incremental,S,,2.59
862,DEVP,개발포털,2025-03-18 02:01:00,incremental,S,,2.31
863,DEVP,개발포털,2025-03-19 02:39:00,incremental,S,,3.35
864,DEVP,개발포털,2025-03-20 02:54:00,incremental,S,,0.9
865,DEVP,개발포털,2025-03-21 02:19:00,incremental,S,,4.48
866,DEVP,개발포털,2025-03-22 02:31:00,incremental,S,,4.42
867,DEVP,개발포털,2025-03-23 02:37:00,full,S,Y,45.23
868,DEVP,개발포털,2025-03-24 02:28:00,incremental,S,,1.69
869,DEVP,개발포털,2025-03-25 02:38:00,incremental,S,,4.65
870,DEVP,개발포털,2025-03-26 02:07:00,incremental,S,,4.28
871,DEVP,개발포털,2025-03-27 02:38:00,incremental,S,,4.58
872,DEVP,개발포털,2025-03-28 02:27:00,incremental,S,,4.79
873,DEVP,개발포털,2025-03-29 02:00:00,incremental,S,,3.88
874,DEVP,개발포털,2025-03-30 02:10:00,full,S,N,18.61
875,DEVP,개발포털,2025-03-31 02:41:00,incremental,S,,2.41
876,DEVP,개발포털,2025-04-01 02:33:00,incremental,S,,4.26
877,DEVP,개발포털,2025-04-02 02:42:00,incremental,S,,1.91
878,DEVP,개발포털,2025-04-03 02:13:00,incremental,S,,2.01
879,DEVP,개발포털,2025-04-04 02:46:00,incremental,S,,4.31
880,DEVP,개발포털,2025-04-05 02:36:00,incremental,S,,0.52
881,DEVP,개발포털,2025-04-06 02:15:00,full,S,Y,18.26
882,DEVP,개발포털,2025-04-07 02:56:00,incremental,S,,1.04
883,DEVP,개발포털,2025-04-08 02:44:00,incremental,S,,0.53
884,DEVP,개발포털,2025-04-09 02:26:00,incremental,S,,1.88
885,DEVP,개발포털,2025-04-10 02:25:00,incremental,S,,4.3
886,DEVP,개발포털,2025-04-11 02:41:00,incremental,S,,3.6
887,DEVP,개발포털,2025-04-12 02:31:00,incremental,S,,1.51
888,DEVP,개발포털,2025-04-13 02:50:00,full,S,Y,45.38
889,DEVP,개발포털,2025-04-14 02:09:00,incremental,S,,0.97
890,DEVP,개발포털,2025-04-15 02:45:00,incremental,S,,4.94
891,DEVP,개발포털,2025-04-16 02:22:00,incremental,S,,2.52
892,DEVP,개발포털,2025-04-17 02:47:00,incremental,S,,2.43
893,DEVP,개발포털,2025-04-18 02:22:00,incremental,S,,1.31
894,DEVP,개발포털,2025-04-19 02:47:00,incremental,S,,1.57
895,DEVP,개발포털,2025-04-20 02:38:00,full,F,Y,12.76
896,DEVP,개발포털,2025-04-21 02:55:00,incremental,S,,4.05
897,DEVP,개발포털,2025-04-22 02:32:00,incremental,S,,2.75
898,DEVP,개발포털,2025-04-23 02:45:00,incremental,S,,0.65
899,DEVP,개발포털,2025-04-24 02:47:00,incremental,S,,0.77
900,DEVP,개발포털,2025-04-25 02:18:00,incremental,S,,4.94
901,DEVP,개발포털,2025-04-26 02:20:00,incremental,S,,2.38
902,DEVP,개발포털,2025-04-27 02:12:00,full,S,N,48.13
903,DEVP,개발포털,2025-04-28 02:03:00,incremental,S,,4.79
904,DEVP,개발포털,2025-04-29 02:19:00,incremental,S,,2.5
905,DEVP,개발포털,2025-04-30 02:45:00,incremental,S,,2.2
